class,itstate,state,frequency,frequency_bin,real_center,imag_center,gamma_magnitude,sample_count
0,2,closed,738.0,738.0,0.3705291748046875,0.4785003662109375,0.6051896147865097,6
0,2,closed,739.0,739.0,0.3665771484375,0.417938232421875,0.5559237104823738,5
0,2,closed,740.0,740.0,0.36737060546875,0.445953369140625,0.5777850545058695,7
0,2,closed,741.0,741.0,0.370208740234375,0.522705078125,0.6405272125706958,5
0,2,closed,742.0,742.0,0.38629150390625,0.5335693359375,0.6587240410391418,5
0,2,closed,743.0,743.0,0.368194580078125,0.459259033203125,0.5886307062816005,5
0,2,closed,744.0,744.0,0.36962890625,0.463714599609375,0.5930065414702053,7
0,2,closed,745.0,745.0,0.381988525390625,0.535797119140625,0.6580226336604975,7
0,2,closed,746.0,746.0,0.37017822265625,0.47235107421875,0.6001228656238214,7
0,2,closed,747.0,747.0,0.3798980712890625,0.509185791015625,0.635289472871507,8
0,2,closed,748.0,748.0,0.3816986083984375,0.500244140625,0.6292360668961599,8
0,2,closed,824.0,824.0,0.541778564453125,0.589080810546875,0.8003375626918008,14
0,2,closed,825.0,825.0,0.5186004638671875,0.5894012451171875,0.785073416228669,14
0,2,closed,826.0,826.0,0.523773193359375,0.5900726318359375,0.78900194481615,10
0,2,closed,827.0,827.0,0.52374267578125,0.5777740478515625,0.7798264170988843,12
0,2,closed,828.0,828.0,0.55560302734375,0.59649658203125,0.8151704707412454,13
0,2,closed,829.0,829.0,0.5642547607421875,0.5847930908203125,0.8126293091511021,14
0,2,closed,830.0,830.0,0.5666351318359375,0.5854949951171875,0.8147881699791705,16
0,2,closed,831.0,831.0,0.56707763671875,0.58221435546875,0.8127426417879245,14
0,2,closed,832.0,832.0,0.5632781982421875,0.582855224609375,0.810556932898245,14
0,2,closed,833.0,833.0,0.56805419921875,0.576690673828125,0.8094798987809346,17
0,2,closed,834.0,834.0,0.568084716796875,0.5941009521484375,0.8219952474326513,14
0,2,closed,835.0,835.0,0.54498291015625,0.5628204345703125,0.7834367963864671,16
0,2,closed,836.0,836.0,0.57049560546875,0.579742431640625,0.8133673972466197,19
0,2,closed,837.0,837.0,0.5755157470703125,0.5647125244140625,0.8062993304945769,14
0,2,closed,838.0,838.0,0.552490234375,0.5582275390625,0.7854065472400376,20
0,2,closed,839.0,839.0,0.529571533203125,0.5312957763671875,0.7501474593469747,18
0,2,closed,840.0,840.0,0.5230865478515625,0.52545166015625,0.7414303633546607,20
0,2,closed,841.0,841.0,0.5286865234375,0.5353851318359375,0.7524271921291883,16
0,2,closed,842.0,842.0,0.58770751953125,0.5894622802734375,0.8323856728576815,18
0,2,closed,843.0,843.0,0.536773681640625,0.536346435546875,0.758810572030905,19
0,2,closed,844.0,844.0,0.52386474609375,0.5244140625,0.7412451559016241,17
0,2,closed,845.0,845.0,0.4599761962890625,0.515045166015625,0.690542992281159,20
0,2,closed,846.0,846.0,0.535491943359375,0.538818359375,0.7596557416372015,18
0,2,closed,847.0,847.0,0.529022216796875,0.5312652587890625,0.749738141660733,16
0,2,closed,848.0,848.0,0.543853759765625,0.53375244140625,0.7620161289095779,20
